isbn13,Title,Authors,Average Rating,Language Code,Num Pages,Ratings Count,Text Reviews Count
9780375704253,Sons of Mississippi: A Story of Race and Its Legacy,['Paul Hendrickson'],3.81,eng,368,167,31
9780375704437,For the Relief of Unbearable Urges,['Nathan Englander'],3.94,eng,205,2344,221
9780375704468,The Colossus and Other Poems,['Sylvia Plath'],4.19,eng,84,8808,211
9780375704710,Crime Wave: Reportage and Fiction from the Underside of L.A.,"['James Ellroy', 'Art Cooper']",3.59,eng,288,1723,48
9780375705045,Breath  Eyes  Memory,['Edwidge Danticat'],3.87,eng,234,24348,1174
9780375705243,Founding Brothers: The Revolutionary Generation,['Joseph J. Ellis'],3.92,eng,290,36449,1575
9780375706035,A Box of Matches,['Nicholson Baker'],3.67,eng,192,1621,184
9780375706332,The Tiny One,['Eliza Minot'],3.67,eng,258,244,45
9780375706363,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754-1766,['Fred Anderson'],4.15,eng,912,2968,108
9780375706677,No Country for Old Men,['Cormac McCarthy'],4.13,eng,309,114408,5872
9780375706868,Snow,"['Orhan Pamuk', 'Maureen Freely']",3.57,eng,463,30085,2806
9780375707216,I Married a Communist (The American Trilogy  #2),['Philip Roth'],3.8,eng,323,4759,316
9780375707254,The People's Tycoon: Henry Ford and the American Century,['Steven Watts'],4.02,eng,656,272,35
9780375707278,Magic Seeds,['V.S. Naipaul'],3.12,eng,280,682,100
9780375707285,Half a Life,['V.S. Naipaul'],3.24,eng,224,2945,288
9780375707483,Something I've Been Meaning to Tell You: 13 Stories,['Alice Munro'],4.1,eng,246,2296,171
9780375707490,Lives of Girls and Women,['Alice Munro'],3.99,eng,277,8085,519
9780375707971,The Reader,"['Bernhard Schlink', 'Carol Brown Janeway']",3.75,eng,218,3477,402
9780375708114,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,['Brian Greene'],4.07,eng,425,32578,1069
9780375708138,The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,['Ellen Meloy'],4.03,eng,336,990,152
9780375708213,The Working Poor: Invisible in America,['David K. Shipler'],4.03,eng,352,4752,366
9780375708220,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,['Richard Rhodes'],4.05,eng,335,1782,93
9780375708343,The Middle Passage,['V.S. Naipaul'],3.59,eng,256,429,34
9780375708367,Monkeys,['Susan Minot'],3.67,eng,176,1189,102
9780375708732,Burr,['Gore Vidal'],4.07,eng,430,6921,480
9780375708763,Lincoln,['Gore Vidal'],4.2,eng,672,7117,414
9780375709227,A General Theory of Love,"['Thomas Lewis', 'Fari Amini', 'Richard Lannon']",4.11,eng,288,3516,408
9780375711169,De Kooning: An American Master,"['Mark Stevens', 'Annalyn Swan']",4.11,eng,732,2664,104
9780375713347,Geek Love,['Katherine Dunn'],3.96,eng,348,46282,4921
9780375713750,I Don't Know How She Does It (Kate Reddy  #1),['Allison Pearson'],3.32,eng,368,16472,1398
9780375713934,John James Audubon,['Richard Rhodes'],4.14,eng,528,437,63
9780375714337,Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnese,['Robert D. Kaplan'],3.91,eng,272,193,26
9780375714412,The Whalestoe Letters,['Mark Z. Danielewski'],4.03,eng,83,2029,95
9780375714498,Manufacturing Consent: The Political Economy of the Mass Media,"['Noam Chomsky', 'Edward S. Herman']",4.24,eng,412,12038,410
9780375714573,Persepolis: The Story of a Childhood (Persepolis  #1),"['Marjane Satrapi', 'Mattias Ripa']",4.24,eng,153,135456,7571
9780375714627,Mythology: The DC Comics Art of Alex Ross,"['Alex Ross', 'Geoff Spear', 'Chip Kidd']",4.32,eng,320,1960,36
9780375714634,Peanuts: The Art of Charles M. Schulz,"['Chip Kidd', 'Jean Schulz', 'Charles M. Schulz', 'Geoff Spear']",4.38,eng,368,583,38
9780375714665,Persepolis 2: The Story of a Return (Persepolis  #2),"['Marjane Satrapi', 'Anjali Singh']",4.25,eng,187,54242,2194
9780375714672,Embroideries,"['Marjane Satrapi', 'Anjali Singh']",3.85,eng,144,13738,1068
9780375714689,Epileptic,['David B.'],3.89,eng,368,11583,522
9780375714764,Good-Bye  Chunky Rice,['Craig Thompson'],3.8,eng,125,7035,459
9780375718946,A Wild Sheep Chase (The Rat  #3),"['Haruki Murakami', 'Alfred Birnbaum']",3.95,eng,353,64823,2849
9780375719004,The Adolescent,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",3.94,eng,647,3403,150
9780375719011,The Double and The Gambler,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",4.15,eng,344,2381,94
9780375721151,Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style,['Arthur Plotnik'],3.91,eng,263,662,84
9780375724374,Anil's Ghost,['Michael Ondaatje'],3.56,eng,311,12507,968
9780375724428,The Stories of John Cheever,['John Cheever'],4.27,eng,693,12040,515
9780375724503,Ghostwritten,['David Mitchell'],4.06,eng,426,20093,1663
9780375724633,Theatre,['W. Somerset Maugham'],4.14,eng,304,4740,164
9780375724701,The Progress of Love,['Alice Munro'],4.15,eng,320,2039,110
9780375724749,Naomi,"[""Jun'ichirō Tanizaki"", 'Anthony H. Chambers']",3.69,eng,237,3583,265
9780375724930,The Bridegroom,['Ha Jin'],3.76,eng,240,1724,153
9780375724954,Stranger in the Forest: On Foot Across Borneo,['Eric Hansen'],4.1,eng,288,1521,107
9780375725036,Elect Mr. Robinson for a Better World,['Donald Antrim'],3.67,eng,185,795,99
9780375725180,Red: Passion and Patience in the Desert,['Terry Tempest Williams'],4.0,eng,288,1238,96
9780375725234,The Book of Evidence,['John Banville'],3.71,eng,220,3092,269
9780375725302,Shroud,['John Banville'],3.65,eng,257,936,79
9780375725357,Status Anxiety,['Alain de Botton'],3.9,eng,306,7414,494
9780375725500,The Diagnosis,['Alan Lightman'],2.86,eng,384,873,118
9780375725784,A Heartbreaking Work of Staggering Genius,['Dave Eggers'],3.68,eng,485,154166,8473
9780375725975,Acts of Faith,['Philip Caputo'],3.93,eng,688,1573,231
9780375726217,Double Fold: Libraries and the Assault on Paper,['Nicholson Baker'],3.42,eng,370,826,92
9780375726514,The Box Man,"['Kōbō Abe', 'E. Dale Saunders']",3.65,eng,178,3293,246
9780375726521,The Ruined Map,"['Kōbō Abe', 'E. Dale Saunders']",3.56,eng,304,1330,96
9780375726538,The Face of Another,"['Kōbō Abe', 'E. Dale Saunders']",3.77,eng,238,2416,137
9780375726545,Secret Rendezvous,"['Kōbō Abe', 'Juliet Winters Carpenter']",3.62,eng,192,946,80
9780375726569,A Multitude of Sins,['Richard Ford'],3.74,eng,304,1158,70
9780375726712,A Coffin for Dimitrios (Charles Latimer  #1),['Eric Ambler'],3.92,eng,304,4888,297
9780375726729,Journey Into Fear,['Eric Ambler'],3.92,eng,288,2185,127
9780375726767,The Schirmer Inheritance,"['Eric Ambler', 'Giorgio Manganelli']",3.68,eng,219,377,48
9780375726798,The Light of Day,['Eric Ambler'],3.74,eng,224,742,85
9780375727061,Julian,['Gore Vidal'],4.19,eng,528,5035,298
9780375727139,The Dive From Clausen's Pier,['Ann Packer'],3.42,eng,432,19450,1724
9780375727276,Lunar Park,['Bret Easton Ellis'],3.62,eng,404,19185,714
9780375727375,American Tabloid (Underworld USA #1),['James Ellroy'],4.21,eng,592,11320,604
9780375727382,Salonica  City of Ghosts: Christians  Muslims and Jews  1430-1950,['Mark Mazower'],4.25,eng,544,703,69
9780375727405,The Cold Six Thousand (Underworld USA #2),['James Ellroy'],4.0,eng,688,5454,253
9780375727481,Arctic Dreams,['Barry  Lopez'],4.21,eng,496,4897,305
9780375727573,World Light,"['Halldór Kiljan Laxness', 'Magnus Magnusson']",4.13,eng,624,524,50
9780375727580,Paradise Reclaimed,"['Halldór Kiljan Laxness', 'Magnus Magnusson', 'Jane Smiley']",3.79,eng,304,426,29
9780375751516,The Picture of Dorian Gray,"['Oscar Wilde', 'Jeffrey Eugenides']",4.07,eng,367,705175,15856
9780375752193,Within a Budding Grove (In Search of Lost Time  #2),"['Marcel Proust', 'C.K. Scott Moncrieff', 'Terence Kilmartin', 'D.J. Enright']",4.41,eng,749,964,148
9780375752339,The Guermantes Way (In Search of Lost Time  #3),"['Marcel Proust', 'C.K. Scott Moncrieff', 'Terence Kilmartin', 'D.J. Enright']",4.31,eng,834,426,75
9780375752636,The Broken Estate: Essays on Literature and Belief,['James  Wood'],4.08,eng,304,278,27
9780375752674,Iceland: Land of the Sagas,"['David  Roberts', 'Jon Krakauer']",3.72,eng,160,315,36
9780375753107,Sodom and Gomorrah (In Search of Lost Time  #4),"['Marcel Proust', 'C.K. Scott Moncrieff', 'Terence Kilmartin', 'D.J. Enright']",4.36,eng,784,354,58
9780375753114,The Captive & The Fugitive (In Search of Lost Time  #5-6),"['Marcel Proust', 'C.K. Scott Moncrieff', 'Terence Kilmartin', 'D.J. Enright']",4.4,eng,957,1775,132
9780375753145,Main Street,['Sinclair Lewis'],3.76,eng,454,20904,732
9780375753732,Sons and Lovers,"['D.H. Lawrence', 'Geoff Dyer']",3.62,eng,654,37636,1206
9780375755194,Sailing Alone Around the Room: New and Selected Poems,['Billy Collins'],4.23,eng,192,11894,608
9780375755200,Nine Horses,['Billy Collins'],4.17,eng,144,4048,239
9780375755217,The Trouble With Poetry - And Other Poems,['Billy Collins'],4.17,eng,101,5327,426
9780375756603,Pipe Dream (Strivers Row),['Solomon Jones'],3.98,eng,341,136,16
9780375756788,The Rise of Theodore Roosevelt,['Edmund Morris'],4.25,eng,780,33033,1380
9780375756863,Kingsblood Royal,"['Sinclair Lewis', 'Charles R. Johnson']",3.96,eng,352,74,10
9780375756887,The Best Short Stories,"['Fyodor Dostoyevsky', 'David Magarshack']",4.26,eng,320,2663,85
9780375756993,Don Quixote,"['Miguel de Cervantes Saavedra', 'Tobias Smollett', 'Carlos Fuentes']",3.87,eng,1168,390,41
9780375757013,Great Expectations,"['Charles Dickens', 'George Bernard Shaw']",3.76,eng,480,355,37
9780375757181,The Return of the Native,"['Thomas Hardy', 'Alexander Theroux']",3.85,eng,448,28843,921
9780375757280,Ethan Frome and Summer,"['Edith Wharton', 'Elizabeth Strout']",3.86,eng,274,472,52
9780375757327,Robinson Crusoe,"['Daniel Defoe', 'Gerald McCann', 'Virginia Woolf']",3.67,eng,320,198677,3809
9780375757372,Adventures of Huckleberry Finn,"['Mark Twain', 'George Saunders']",3.81,eng,244,671,37
9780375757815,Mansfield Park,"['Jane Austen', 'Carol Shields']",3.85,eng,420,315,35
9780375757853,The Moonstone,"['Wilkie Collins', 'Carolyn G. Heilbrun']",3.91,eng,528,56974,2685
9780375757884,Twice-Told Tales,"['Nathaniel Hawthorne', 'Rosemary Mahoney']",3.9,eng,432,2246,73
9780375757976,Far from the Madding Crowd,"['Thomas Hardy', 'Margaret Drabble']",3.94,eng,465,321,39
9780375757990,The Basic Works of Aristotle,"['Aristotle', 'Richard Peter McKeon', 'C.D.C. Reeve']",4.24,eng,1487,2116,48
9780375758119,The Decline and Fall of the Roman Empire,"['Edward Gibbon', 'Daniel J. Boorstin', 'Giovanni Battista Piranesi', 'Hans', 'Friedrich Mueller']",3.97,eng,1312,9005,274
9780375758232,Paris to the Moon,['Adam Gopnik'],3.76,eng,368,12094,924
9780375758256,When Genius Failed: The Rise and Fall of Long-Term Capital Management,['Roger Lowenstein'],4.18,eng,264,18866,502
9780375758508,Villette,"['Charlotte Brontë', 'Ignes Sodre', 'A.S. Byatt']",3.76,eng,573,46665,2082
9780375758621,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,['Thad Carhart'],3.95,eng,281,4117,522
9780375758737,Comfort Me with Apples: More Adventures at the Table,['Ruth Reichl'],4.03,eng,302,17418,931
9780375759147,Little Dorrit,"['Charles Dickens', 'Hablot Knight Browne', 'David Gates']",3.98,eng,1347,286,32
9780375759239,The War of the Worlds,"['H.G. Wells', 'Arthur C. Clarke']",3.81,eng,192,183750,4114
9780375759314,Crossing to Safety,"['Wallace Stegner', 'Terry Tempest Williams', 'T.H. Watkins']",4.16,eng,368,29642,4007
9780375759321,Where the Bluebird Sings to the Lemonade Springs,"['Wallace Stegner', 'T.H. Watkins']",4.09,eng,234,1503,109
9780375759345,The Waste Land and Other Writings,"['T.S. Eliot', 'Mary Karr']",4.21,eng,272,2708,67
9780375759864,The Lost Painting,['Jonathan Harr'],3.72,eng,320,23275,753
9780375760051,Bleak House,"['Charles Dickens', 'Mary Gaitskill', 'Hablot Knight Browne']",4.01,eng,887,1223,146
9780375760105,Moll Flanders,"['Daniel Defoe', 'Virginia Woolf']",3.52,eng,335,379,52
9780375760136,Daniel Deronda,"['George Eliot', 'Edmund White']",3.83,eng,796,19852,601
9780375760303,The Count of Monte Cristo,"['Alexandre Dumas', 'Lorenzo Carcaterra']",4.24,eng,1462,9842,573
9780375760372,Hawaii,['James A. Michener'],4.2,eng,1136,64704,1318
9780375760389,The Source,['James A. Michener'],4.3,eng,1104,34147,1108
9780375760396,The Botany of Desire: A Plant's-Eye View of the World,['Michael Pollan'],4.06,eng,297,39426,2777
9780375760525,Paris 1919: Six Months that Changed the World,"['Margaret MacMillan', 'Richard Holbrooke']",4.07,eng,570,9150,602
9780375760600,Rob Roy,"['Walter Scott', 'Lockhart Bogle']",3.7,eng,576,26,1
9780375760648,War and Peace,"['Leo Tolstoy', 'Constance Garnett', 'A.N. Wilson']",4.11,eng,1388,830,129
9780375760815,Savage Beauty: The Life of Edna St. Vincent Millay,['Nancy Milford'],4.01,eng,608,6672,470
9780375760846,The Survivor: Bill Clinton in the White House,['John F.  Harris'],4.01,eng,560,1185,53
9780375760914,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,['Laurie Notaro'],3.88,eng,225,16146,1118
9780375760921,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,['Laurie Notaro'],3.98,eng,257,7872,451
9780375760945,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,['Marcia Angell'],3.94,eng,319,628,70
9780375761140,Our Mutual Friend,['Charles Dickens'],4.07,eng,801,21543,916
9780375761195,The Life and Opinions of Tristram Shandy  Gentleman,"['Laurence Sterne', 'Robert Folkenflik']",3.74,eng,704,91,11
9780375761355,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,"['Robert Louis Stevenson', 'Barry Menikoff']",4.12,eng,818,428,9
9780375761423,Alaska,['James A. Michener'],4.11,eng,868,8913,543
9780375802430,Flap Your Wings,['P.D. Eastman'],4.24,eng,48,1228,60
9780375803482,Count Karlstein,"['Philip Pullman', 'Diana Bryan']",3.5,eng,256,1640,115
9780375806155,Thanksgiving on Thursday (Magic Tree House  #27),"['Mary Pope Osborne', 'Salvatore Murdocca']",3.84,eng,73,6115,204
9780375806704,The Phantom Tollbooth,"['Norton Juster', 'Jules Feiffer']",4.21,eng,256,866,55
9780375810688,I Like Winter (Seasons  #3),"['Lois Lenski', 'Heidi Kilgras']",3.86,eng,56,61,9
9780375810701,The Little Fire Engine,['Lois Lenski'],3.58,eng,56,191,24
9780375812934,Jurassic Park Institute Dinosaur Field Guide,"['Michael K. Brett', 'Surman', 'Thomas R. Holtz Jr.', 'Bob Walters']",4.08,eng,160,2,1
9780375813689,The School Skeleton (A to Z Mysteries  #19),"['Ron Roy', 'John Steven Gurney']",3.99,eng,96,1759,68
9780375813757,Love  Stargirl (Stargirl  #2),['Jerry Spinelli'],3.82,eng,274,686,111
9780375814235,The Wonderful Story of Henry Sugar and Six More,['Roald Dahl'],4.14,eng,240,14603,628
9780375814242,James and the Giant Peach,"['Roald Dahl', 'Quentin Blake']",4.0,eng,146,309497,4481
9780375814259,Danny the Champion of the World,"['Roald Dahl', 'Quentin Blake']",4.08,eng,224,44981,1571
9780375814686,Terrier (Beka Cooper  #1),['Tamora Pierce'],4.16,eng,584,54179,1570
9780375821820,Flush,['Carl Hiaasen'],3.88,eng,263,22913,2282
9780375822070,Fantastic Mr. Fox,"['Roald Dahl', 'Quentin Blake']",4.05,eng,96,78233,2308
9780375822971,Big Dog... Little Dog,['P.D. Eastman'],4.11,eng,48,86,10
9780375823022,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),"['Barbara Park', 'Denise Brunkus']",4.03,eng,86,103,7
9780375823619,Ve  perro ¡Ve!,"['P.D. Eastman', 'Adolfo Pérez Perdomo']",4.09,spa,24,29,3
9780375823787,Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),"['Mary Pope Osborne', 'Natalie Pope Boyce', 'Salvatore Murdocca']",4.06,eng,119,1044,29
9780375824043,Operation Spy School (Adam Sharp  #4),"['George E. Stanley', 'Guy Francis']",3.65,eng,44,0,0
9780375825385,Wild About Books,"['Judy Sierra', 'Marc Brown']",4.17,eng,40,4372,366
9780375826887,Moose Master (Adam Sharp #5),"['George E. Stanley', 'Guy Francis']",4.08,eng,48,10,1
9780375826894,Code Word Kangaroo (Adam Sharp #6),"['George E. Stanley', 'Guy Francis']",4.33,eng,48,4,0
9780375827488,The Easter Rabbit's Parade,['Lois Lenski'],2.97,eng,40,27,7
9780375828256,The People of Sparks,['Jeanne DuPrau'],3.66,eng,338,44751,3118
9780375828461,Are We There Yet?,['David Levithan'],3.5,eng,215,3048,277
9780375829130,The Monster at the End of this Book,"['Jon Stone', 'Michael J. Smollin']",4.44,eng,32,112374,2499
9780375829635,Young Warriors: Stories of Strength,"['Tamora Pierce', 'Josepha Sherman', 'Margaret Mahy', 'Lesley McBain', 'Mike Resnick', 'Bruce Rogers', 'Pamela F. Service', 'Jan Stirling', 'Holly Black', 'Doranna Durgin', 'India Edghill', 'Rosemary Edghill', 'Esther M. Friesner', 'Laura Anne Gilman', 'Janis Ian', 'Brett Hartinge']",3.91,eng,312,3583,70
9780375831003,The Book Thief,['Markus Zusak'],4.37,eng,552,1410666,84237
9780375832208,Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),"['Mary Pope Osborne', 'Natalie Pope Boyce', 'Salvatore Murdocca']",4.07,eng,128,644,28
9780375832215,Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),"['Mary Pope Osborne', 'Natalie Pope Boyce', 'Salvatore Murdocca']",4.04,eng,128,445,15
9780375832994,Boy Meets Boy,['David Levithan'],3.84,eng,185,57087,3242
9780375833649,Wildwood Dancing (Wildwood  #1),['Juliet Marillier'],4.09,eng,407,24068,2160
9780375834967,Dr. Seuss's ABC (Book & CD),['Dr. Seuss'],4.08,eng,64,7,0
9780375835315,Nick & Norah's Infinite Playlist,"['Rachel Cohn', 'David Levithan']",3.72,eng,183,63806,2935
9780375836046,Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),"['Emily Jenkins', 'Paul O. Zelinsky']",3.93,eng,116,3861,495
9780375836572,The Realm of Possibility,['David Levithan'],3.93,eng,210,14438,1176
9780375836671,I Am the Messenger,['Markus Zusak'],4.08,eng,357,106498,11074
9780375837890,A Christmas Memory,['Truman Capote'],4.24,eng,48,9166,742
9780375839375,Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2),"['Ron Roy', 'John Steven Gurney']",4.18,eng,114,926,37
9780375839566,Are We There Yet?,['David Levithan'],3.5,eng,215,117,19
9780375840401,Eldest (The Inheritance Cycle  #2),['Christopher Paolini'],3.98,eng,704,281918,7707
9780375844409,Naomi and Ely's No Kiss List,"['Rachel Cohn', 'David Levithan']",3.44,eng,230,13620,978
9780375846724,The Subtle Knife (His Dark Materials  #2),"['Philip Pullman', 'Ian Beck']",4.12,eng,326,645,70
9780375846731,The Amber Spyglass (His Dark Materials  #3),"['Philip Pullman', 'Ian Beck']",4.09,eng,518,543,59
9780375847226,His Dark Materials (His Dark Materials  #1-3),['Philip Pullman'],4.26,eng,933,2564,261
9780375875267,The Prophet of Yonwood,['Jeanne DuPrau'],3.27,eng,289,601,82
9780375947223,His Dark Materials Omnibus (His Dark Materials),['Philip Pullman'],4.26,eng,944,62,8
9780380000364,Rings of Ice,['Piers Anthony'],3.35,eng,191,395,22
9780380004614,OX (Of Man and Manta  #3),['Piers Anthony'],3.43,eng,256,805,11
9780380010325,Asimov's Guide to the Bible: The Old Testament,['Isaac Asimov'],4.07,eng,677,223,20
9780380016365,Laura: The Life of Laura Ingalls Wilder,['Donald Zochert'],4.11,eng,241,5514,121
9780380017553,Cluster (Cluster  #1),['Piers Anthony'],3.61,eng,254,1398,29
9780380017799,Chaining the Lady (Cluster  #2),['Piers Anthony'],3.64,eng,342,986,12
9780380405190,Study War No More: A Selection of Alternatives,"['Joe Haldeman', 'William Nabors', 'Harry Harrison', 'Damon Knight', 'Harlan Ellison', 'Ben Bova', 'Poul Anderson', 'Isaac Asimov', 'Mack Reynolds', 'Alec Effinger']",3.56,eng,323,96,2
